도서권수,대출건수,도서관명,년,월
49148.0,169118.0,2.28도서관,2019,1
49400.0,172822.0,2.28도서관,2019,2
49478.0,177571.0,2.28도서관,2019,3
49557.0,180261.0,2.28도서관,2019,4
49807.0,182742.0,2.28도서관,2019,5
49947.0,186169.0,2.28도서관,2019,6
49947.0,190606.0,2.28도서관,2019,7
49947.0,194168.0,2.28도서관,2019,8
49947.0,197298.0,2.28도서관,2019,9
49947.0,199476.0,2.28도서관,2019,10
49947.0,202773.0,2.28도서관,2019,11
52818.0,205653.0,2.28도서관,2019,12
52818.0,208805.0,2.28도서관,2020,1
52818.0,209171.0,2.28도서관,2020,2
52818.0,209171.0,2.28도서관,2020,3
52818.0,209171.0,2.28도서관,2020,4
52818.0,209171.0,2.28도서관,2020,5
52818.0,209171.0,2.28도서관,2020,6
52818.0,209171.0,2.28도서관,2020,7
52818.0,209171.0,2.28도서관,2020,8
52818.0,209171.0,2.28도서관,2020,9
52818.0,209171.0,2.28도서관,2020,10
52818.0,209171.0,2.28도서관,2020,11
52818.0,209171.0,2.28도서관,2020,12
52818.0,209171.0,2.28도서관,2021,1
52818.0,209171.0,2.28도서관,2021,2
51119.0,213605.0,2.28도서관,2021,3
51150.0,214953.0,2.28도서관,2021,4
51428.0,216404.0,2.28도서관,2021,5
51429.0,217277.0,2.28도서관,2021,6
51453.0,219064.0,2.28도서관,2021,7
51495.0,220206.0,2.28도서관,2021,8
51496.0,220491.0,2.28도서관,2021,9
51500.0,223036.0,2.28도서관,2021,10
52057.0,224226.0,2.28도서관,2021,11
52058.0,225602.0,2.28도서관,2021,12
52070.0,227675.0,2.28도서관,2022,1
52162.0,228648.0,2.28도서관,2022,2
52228.0,230499.0,2.28도서관,2022,3
52245.0,231693.0,2.28도서관,2022,4
52259.0,232592.0,2.28도서관,2022,5
52293.0,233525.0,2.28도서관,2022,6
52297.0,234929.0,2.28도서관,2022,7
52928.0,235980.0,2.28도서관,2022,8
53007.0,237157.0,2.28도서관,2022,9
53007.0,238199.0,2.28도서관,2022,10
53011.0,239270.0,2.28도서관,2022,11
53018.0,240260.0,2.28도서관,2022,12
53018.0,241227.0,2.28도서관,2023,1
53018.0,242050.0,2.28도서관,2023,2
53019.0,242939.0,2.28도서관,2023,3
53029.0,243718.0,2.28도서관,2023,4
53029.0,244508.0,2.28도서관,2023,5
53029.0,245300.0,2.28도서관,2023,6
53029.0,246398.0,2.28도서관,2023,7
53076.0,247436.0,2.28도서관,2023,8
53135.0,248206.0,2.28도서관,2023,9
53136.0,248884.0,2.28도서관,2023,10
54238.0,249585.0,2.28도서관,2023,11
55966.0,250709.0,2.28도서관,2023,12
55966.0,252099.0,2.28도서관,2024,1
56338.0,253087.0,2.28도서관,2024,2
56338.0,254124.0,2.28도서관,2024,3
56338.0,255073.0,2.28도서관,2024,4
56346.0,255647.0,2.28도서관,2024,5
56632.0,256699.0,2.28도서관,2024,6
56632.0,257897.0,2.28도서관,2024,7
56634.0,259141.0,2.28도서관,2024,8
56634.0,260017.0,2.28도서관,2024,9
56659.0,260849.0,2.28도서관,2024,10
56660.0,261633.0,2.28도서관,2024,11
57899.0,262718.0,2.28도서관,2024,12
57902.0,263926.0,2.28도서관,2025,1
57902.0,265088.0,2.28도서관,2025,2
57954.0,266125.0,2.28도서관,2025,3
57957.0,267388.0,2.28도서관,2025,4
57957.0,268402.0,2.28도서관,2025,5
57957.0,269501.0,2.28도서관,2025,6
57957.0,270525.0,2.28도서관,2025,7
3570.0,58762.0,KB국민은행과 함께하는 나무 작은도서관,2024,11
3599.0,59960.0,KB국민은행과 함께하는 나무 작은도서관,2024,12
3599.0,61291.0,KB국민은행과 함께하는 나무 작은도서관,2025,1
3599.0,62491.0,KB국민은행과 함께하는 나무 작은도서관,2025,2
3622.0,63626.0,KB국민은행과 함께하는 나무 작은도서관,2025,3
3671.0,64713.0,KB국민은행과 함께하는 나무 작은도서관,2025,4
3671.0,65631.0,KB국민은행과 함께하는 나무 작은도서관,2025,5
3670.0,66521.0,KB국민은행과 함께하는 나무 작은도서관,2025,6
3727.0,67648.0,KB국민은행과 함께하는 나무 작은도서관,2025,7
5844.0,33449.0,U보라작은도서관,2016,10
5844.0,33581.0,U보라작은도서관,2016,11
5844.0,33708.0,U보라작은도서관,2016,12
5880.0,33686.0,U보라작은도서관,2017,1
5880.0,33998.0,U보라작은도서관,2017,2
5884.0,34135.0,U보라작은도서관,2017,3
5935.0,34384.0,U보라작은도서관,2017,4
5935.0,34688.0,U보라작은도서관,2017,5
5935.0,35039.0,U보라작은도서관,2017,6
5998.0,35426.0,U보라작은도서관,2017,7
5998.0,35830.0,U보라작은도서관,2017,8
6015.0,36270.0,U보라작은도서관,2017,9
6143.0,36589.0,U보라작은도서관,2017,10
6143.0,37054.0,U보라작은도서관,2017,11
6143.0,37633.0,U보라작은도서관,2017,12
6183.0,38403.0,U보라작은도서관,2018,1
6183.0,38902.0,U보라작은도서관,2018,2
6218.0,39463.0,U보라작은도서관,2018,3
6311.0,39951.0,U보라작은도서관,2018,4
6311.0,40425.0,U보라작은도서관,2018,5
6311.0,40937.0,U보라작은도서관,2018,6
6369.0,41467.0,U보라작은도서관,2018,7
6377.0,42206.0,U보라작은도서관,2018,8
6369.0,42636.0,U보라작은도서관,2018,9
6394.0,43052.0,U보라작은도서관,2018,10
6394.0,43560.0,U보라작은도서관,2018,11
6394.0,44146.0,U보라작은도서관,2018,12
6421.0,45057.0,U보라작은도서관,2019,1
6494.0,45826.0,U보라작은도서관,2019,2
6494.0,46715.0,U보라작은도서관,2019,3
6522.0,47428.0,U보라작은도서관,2019,4
6728.0,48233.0,U보라작은도서관,2019,5
6728.0,49210.0,U보라작은도서관,2019,6
6745.0,50170.0,U보라작은도서관,2019,7
6745.0,50984.0,U보라작은도서관,2019,8
6745.0,51733.0,U보라작은도서관,2019,9
6769.0,52457.0,U보라작은도서관,2019,10
6769.0,53698.0,U보라작은도서관,2019,11
6769.0,54613.0,U보라작은도서관,2019,12
6850.0,55409.0,U보라작은도서관,2020,1
6850.0,56030.0,U보라작은도서관,2020,2
6853.0,56034.0,U보라작은도서관,2020,3
6891.0,56064.0,U보라작은도서관,2020,4
6927.0,56301.0,U보라작은도서관,2020,5
6927.0,56803.0,U보라작은도서관,2020,6
6984.0,57609.0,U보라작은도서관,2020,7
6984.0,57816.0,U보라작은도서관,2020,8
7012.0,58310.0,U보라작은도서관,2020,9
7045.0,59018.0,U보라작은도서관,2020,10
7045.0,60016.0,U보라작은도서관,2020,11
7081.0,60945.0,U보라작은도서관,2020,12
7081.0,61058.0,U보라작은도서관,2021,1
7081.0,61058.0,U보라작은도서관,2021,2
7081.0,61058.0,U보라작은도서관,2021,3
7141.0,63585.0,U보라작은도서관,2021,4
7166.0,64128.0,U보라작은도서관,2021,5
7197.0,64994.0,U보라작은도서관,2021,6
7220.0,66066.0,U보라작은도서관,2021,7
7259.0,66139.0,U보라작은도서관,2021,8
7289.0,67064.0,U보라작은도서관,2021,9
7289.0,68125.0,U보라작은도서관,2021,10
7352.0,69098.0,U보라작은도서관,2021,11
7353.0,69978.0,U보라작은도서관,2021,12
7382.0,71109.0,U보라작은도서관,2022,1
7426.0,71798.0,U보라작은도서관,2022,2
7464.0,72695.0,U보라작은도서관,2022,3
7464.0,73571.0,U보라작은도서관,2022,4
7491.0,74483.0,U보라작은도서관,2022,5
7522.0,75303.0,U보라작은도서관,2022,6
7569.0,76070.0,U보라작은도서관,2022,7
7596.0,76696.0,U보라작은도서관,2022,8
7596.0,77268.0,U보라작은도서관,2022,9
7656.0,77926.0,U보라작은도서관,2022,10
7659.0,78592.0,U보라작은도서관,2022,11
7720.0,79345.0,U보라작은도서관,2022,12
7720.0,80089.0,U보라작은도서관,2023,1
7720.0,80501.0,U보라작은도서관,2023,2
7744.0,81554.0,U보라작은도서관,2023,3
7776.0,82284.0,U보라작은도서관,2023,4
7776.0,82963.0,U보라작은도서관,2023,5
7808.0,83622.0,U보라작은도서관,2023,6
7849.0,84099.0,U보라작은도서관,2023,7
7880.0,84749.0,U보라작은도서관,2023,8
7880.0,85354.0,U보라작은도서관,2023,9
7907.0,85918.0,U보라작은도서관,2023,10
7957.0,86479.0,U보라작은도서관,2023,11
7979.0,87069.0,U보라작은도서관,2023,12
7979.0,87825.0,U보라작은도서관,2024,1
8013.0,88415.0,U보라작은도서관,2024,2
8013.0,88922.0,U보라작은도서관,2024,3
8058.0,89453.0,U보라작은도서관,2024,4
8034.0,90008.0,U보라작은도서관,2024,5
8083.0,90727.0,U보라작은도서관,2024,6
8083.0,91416.0,U보라작은도서관,2024,7
8127.0,92022.0,U보라작은도서관,2024,8
8127.0,92516.0,U보라작은도서관,2024,9
8164.0,93069.0,U보라작은도서관,2024,10
8164.0,93612.0,U보라작은도서관,2024,11
8223.0,94129.0,U보라작은도서관,2024,12
8223.0,94747.0,U보라작은도서관,2025,1
8316.0,95336.0,U보라작은도서관,2025,2
8316.0,95968.0,U보라작은도서관,2025,3
8316.0,96685.0,U보라작은도서관,2025,4
8343.0,97302.0,U보라작은도서관,2025,5
8367.0,97741.0,U보라작은도서관,2025,6
8403.0,98239.0,U보라작은도서관,2025,7
20999.0,159278.0,가락몰도서관,2018,7
21896.0,167530.0,가락몰도서관,2018,8
22178.0,172956.0,가락몰도서관,2018,9
22696.0,178946.0,가락몰도서관,2018,10
22857.0,185253.0,가락몰도서관,2018,11
23137.0,191806.0,가락몰도서관,2018,12
23503.0,199465.0,가락몰도서관,2019,1
24032.0,206002.0,가락몰도서관,2019,2
24232.0,214291.0,가락몰도서관,2019,3
24308.0,222480.0,가락몰도서관,2019,4
24447.0,228169.0,가락몰도서관,2019,5
24556.0,236563.0,가락몰도서관,2019,6
24683.0,245591.0,가락몰도서관,2019,7
25103.0,255178.0,가락몰도서관,2019,8
25302.0,262949.0,가락몰도서관,2019,9
25340.0,269250.0,가락몰도서관,2019,10
25910.0,278012.0,가락몰도서관,2019,11
26214.0,285879.0,가락몰도서관,2019,12
26497.0,294545.0,가락몰도서관,2020,1
27038.0,297010.0,가락몰도서관,2020,2
27173.0,297075.0,가락몰도서관,2020,3
27443.0,297502.0,가락몰도서관,2020,4
27448.0,300886.0,가락몰도서관,2020,5
27777.0,301705.0,가락몰도서관,2020,6
27967.0,308214.0,가락몰도서관,2020,7
27974.0,310860.0,가락몰도서관,2020,8
28927.0,312910.0,가락몰도서관,2020,9
29092.0,317703.0,가락몰도서관,2020,10
29222.0,323616.0,가락몰도서관,2020,11
29763.0,337048.0,가락몰도서관,2020,12
30242.0,341220.0,가락몰도서관,2021,1
30267.0,341639.0,가락몰도서관,2021,2
30801.0,353340.0,가락몰도서관,2021,3
31029.0,359553.0,가락몰도서관,2021,4
31261.0,366001.0,가락몰도서관,2021,5
31499.0,371526.0,가락몰도서관,2021,6
31692.0,379085.0,가락몰도서관,2021,7
31883.0,384704.0,가락몰도서관,2021,8
32141.0,391161.0,가락몰도서관,2021,9
32455.0,396645.0,가락몰도서관,2021,10
32800.0,402076.0,가락몰도서관,2021,11
32892.0,408032.0,가락몰도서관,2021,12
32900.0,416866.0,가락몰도서관,2022,1
33041.0,421599.0,가락몰도서관,2022,2
33279.0,427926.0,가락몰도서관,2022,3
33418.0,434000.0,가락몰도서관,2022,4
33589.0,439336.0,가락몰도서관,2022,5
33732.0,444463.0,가락몰도서관,2022,6
33947.0,450197.0,가락몰도서관,2022,7
33967.0,453695.0,가락몰도서관,2022,8
34148.0,459128.0,가락몰도서관,2022,9
34415.0,465146.0,가락몰도서관,2022,10
34646.0,470732.0,가락몰도서관,2022,11
35318.0,476805.0,가락몰도서관,2022,12
35455.0,483278.0,가락몰도서관,2023,1
35601.0,489862.0,가락몰도서관,2023,2
35705.0,496698.0,가락몰도서관,2023,3
35863.0,502788.0,가락몰도서관,2023,4
35982.0,507419.0,가락몰도서관,2023,5
36084.0,512553.0,가락몰도서관,2023,6
36320.0,518300.0,가락몰도서관,2023,7
36439.0,524186.0,가락몰도서관,2023,8
35358.0,517063.0,가락몰도서관,2023,9
35498.0,521276.0,가락몰도서관,2023,10
35616.0,525525.0,가락몰도서관,2023,11
36104.0,530027.0,가락몰도서관,2023,12
36244.0,536057.0,가락몰도서관,2024,1
36746.0,541147.0,가락몰도서관,2024,2
36882.0,546881.0,가락몰도서관,2024,3
37047.0,551707.0,가락몰도서관,2024,4
37168.0,556255.0,가락몰도서관,2024,5
37168.0,558082.0,가락몰도서관,2024,6
37246.0,558087.0,가락몰도서관,2024,7
37408.0,558087.0,가락몰도서관,2024,8
37498.0,562240.0,가락몰도서관,2024,9
37776.0,568143.0,가락몰도서관,2024,10
37972.0,573557.0,가락몰도서관,2024,11
38228.0,578752.0,가락몰도서관,2024,12
38363.0,585606.0,가락몰도서관,2025,1
37659.0,581229.0,가락몰도서관,2025,2
38060.0,587726.0,가락몰도서관,2025,3
38192.0,593478.0,가락몰도서관,2025,4
38316.0,599194.0,가락몰도서관,2025,5
38443.0,604324.0,가락몰도서관,2025,6
38560.0,610317.0,가락몰도서관,2025,7
46448.0,98001.0,가산도서관,2024,3
46687.0,98658.0,가산도서관,2024,4
46687.0,98662.0,가산도서관,2024,5
46687.0,98662.0,가산도서관,2024,6
46703.0,98773.0,가산도서관,2024,7
46703.0,98943.0,가산도서관,2024,8
46881.0,99097.0,가산도서관,2024,9
46898.0,100077.0,가산도서관,2024,10
47060.0,101153.0,가산도서관,2024,11
47195.0,102206.0,가산도서관,2024,12
47226.0,103128.0,가산도서관,2025,1
47348.0,104130.0,가산도서관,2025,2
47555.0,105008.0,가산도서관,2025,3
47678.0,105972.0,가산도서관,2025,4
47814.0,106678.0,가산도서관,2025,5
47904.0,107360.0,가산도서관,2025,6
48032.0,108154.0,가산도서관,2025,7
104821.0,939172.0,가수원도서관,2016,11
110821.0,1099405.0,가수원도서관,2017,8
111169.0,1118013.0,가수원도서관,2017,9
112527.0,1134799.0,가수원도서관,2017,10
112530.0,1151920.0,가수원도서관,2017,11
113449.0,1170981.0,가수원도서관,2017,12
113776.0,1193333.0,가수원도서관,2018,1
113786.0,1210338.0,가수원도서관,2018,2
115396.0,1227594.0,가수원도서관,2018,3
117686.0,1244700.0,가수원도서관,2018,4
119219.0,1262463.0,가수원도서관,2018,5
119896.0,1281893.0,가수원도서관,2018,6
119924.0,1306022.0,가수원도서관,2018,7
120564.0,1334960.0,가수원도서관,2018,8
120812.0,1347202.0,가수원도서관,2018,9
120819.0,1364483.0,가수원도서관,2018,10
122132.0,1381356.0,가수원도서관,2018,11
122140.0,1399512.0,가수원도서관,2018,12
122384.0,1421553.0,가수원도서관,2019,1
124065.0,1438675.0,가수원도서관,2019,2
125148.0,1457975.0,가수원도서관,2019,3
125494.0,1475850.0,가수원도서관,2019,4
125522.0,1490357.0,가수원도서관,2019,5
126899.0,1493470.0,가수원도서관,2019,6
128340.0,1531595.0,가수원도서관,2019,7
128340.0,1553191.0,가수원도서관,2019,8
128349.0,1569458.0,가수원도서관,2019,9
128386.0,1581892.0,가수원도서관,2019,10
128758.0,1602445.0,가수원도서관,2019,11
129075.0,1619804.0,가수원도서관,2019,12
129278.0,1637916.0,가수원도서관,2020,1
129345.0,1650288.0,가수원도서관,2020,2
129354.0,1651403.0,가수원도서관,2020,3
130801.0,1660815.0,가수원도서관,2020,4
132426.0,1670021.0,가수원도서관,2020,5
133678.0,1679013.0,가수원도서관,2020,6
133678.0,1684497.0,가수원도서관,2020,7
135400.0,1697789.0,가수원도서관,2020,9
136861.0,1711819.0,가수원도서관,2020,10
136970.0,1727867.0,가수원도서관,2020,11
136972.0,1744809.0,가수원도서관,2020,12
136989.0,1766741.0,가수원도서관,2021,1
137070.0,1783760.0,가수원도서관,2021,2
138495.0,1801804.0,가수원도서관,2021,3
141288.0,1819284.0,가수원도서관,2021,4
141288.0,1838010.0,가수원도서관,2021,5
142901.0,1855947.0,가수원도서관,2021,6
142901.0,1880173.0,가수원도서관,2021,7
142945.0,1898556.0,가수원도서관,2021,8
143687.0,1920195.0,가수원도서관,2021,9
157415.0,2091000.0,가수원도서관,2021,10
158874.0,2109390.0,가수원도서관,2021,11
159107.0,2128580.0,가수원도서관,2021,12
159107.0,2155641.0,가수원도서관,2022,1
159158.0,2169471.0,가수원도서관,2022,2
160679.0,2189209.0,가수원도서관,2022,3
160734.0,2208736.0,가수원도서관,2022,4
163334.0,2226830.0,가수원도서관,2022,5
164884.0,2245209.0,가수원도서관,2022,6
165254.0,2267354.0,가수원도서관,2022,7
161003.0,2168749.0,가수원도서관,2022,8
161029.0,2168924.0,가수원도서관,2022,9
161370.0,2169075.0,가수원도서관,2022,10
161531.0,2176793.0,가수원도서관,2022,11
161800.0,2202663.0,가수원도서관,2022,12
161851.0,2224420.0,가수원도서관,2023,1
162147.0,2244539.0,가수원도서관,2023,2
163703.0,2263491.0,가수원도서관,2023,3
164460.0,2285406.0,가수원도서관,2023,4
167392.0,2322088.0,가수원도서관,2023,6
167507.0,2344865.0,가수원도서관,2023,7
169783.0,2367777.0,가수원도서관,2023,8
170716.0,2388125.0,가수원도서관,2023,9
171468.0,2408852.0,가수원도서관,2023,10
171565.0,2429602.0,가수원도서관,2023,11
171565.0,2432607.0,가수원도서관,2023,12
171668.0,2444821.0,가수원도서관,2024,1
173008.0,2470751.0,가수원도서관,2024,2
173156.0,2494085.0,가수원도서관,2024,3
174648.0,2542422.0,가수원도서관,2024,4
175813.0,2562809.0,가수원도서관,2024,5
177166.0,2586519.0,가수원도서관,2024,6
177302.0,2609116.0,가수원도서관,2024,7
177446.0,2634446.0,가수원도서관,2024,8
178149.0,2656856.0,가수원도서관,2024,9
178314.0,2678031.0,가수원도서관,2024,10
179240.0,2698158.0,가수원도서관,2024,11
179308.0,2718270.0,가수원도서관,2024,12
179308.0,2741546.0,가수원도서관,2025,1
180724.0,2763027.0,가수원도서관,2025,2
180883.0,2785111.0,가수원도서관,2025,3
182036.0,2805469.0,가수원도서관,2025,4
182235.0,2827097.0,가수원도서관,2025,5
183536.0,2847350.0,가수원도서관,2025,6
184833.0,2869988.0,가수원도서관,2025,7
6226.0,11179.0,가슴따뜻한작은도서관,2020,9
6300.0,11201.0,가슴따뜻한작은도서관,2020,10
6308.0,11247.0,가슴따뜻한작은도서관,2020,11
6308.0,11247.0,가슴따뜻한작은도서관,2020,12
6309.0,11251.0,가슴따뜻한작은도서관,2021,1
6309.0,11284.0,가슴따뜻한작은도서관,2021,2
6309.0,11330.0,가슴따뜻한작은도서관,2021,3
6350.0,11435.0,가슴따뜻한작은도서관,2021,4
6350.0,11542.0,가슴따뜻한작은도서관,2021,5
6350.0,11624.0,가슴따뜻한작은도서관,2021,6
6350.0,11773.0,가슴따뜻한작은도서관,2021,7
6350.0,11893.0,가슴따뜻한작은도서관,2021,8
6350.0,12031.0,가슴따뜻한작은도서관,2021,9
6392.0,12164.0,가슴따뜻한작은도서관,2021,10
6392.0,12266.0,가슴따뜻한작은도서관,2021,11
6392.0,12400.0,가슴따뜻한작은도서관,2021,12
6392.0,12411.0,가슴따뜻한작은도서관,2022,1
6392.0,12411.0,가슴따뜻한작은도서관,2022,2
6393.0,12577.0,가슴따뜻한작은도서관,2022,3
6393.0,12705.0,가슴따뜻한작은도서관,2022,4
6393.0,12794.0,가슴따뜻한작은도서관,2022,5
6394.0,12859.0,가슴따뜻한작은도서관,2022,6
6394.0,12960.0,가슴따뜻한작은도서관,2022,7
5507.0,12683.0,가슴따뜻한작은도서관,2022,8
5507.0,12795.0,가슴따뜻한작은도서관,2022,9
5134.0,12760.0,가슴따뜻한작은도서관,2022,10
5134.0,12999.0,가슴따뜻한작은도서관,2022,11
5134.0,13207.0,가슴따뜻한작은도서관,2022,12
5134.0,13207.0,가슴따뜻한작은도서관,2023,1
5134.0,13207.0,가슴따뜻한작은도서관,2023,2
5134.0,13207.0,가슴따뜻한작은도서관,2023,3
635.0,2110.0,가슴따뜻한작은도서관,2023,4
635.0,2110.0,가슴따뜻한작은도서관,2023,5
635.0,2110.0,가슴따뜻한작은도서관,2023,6
635.0,2110.0,가슴따뜻한작은도서관,2023,7
635.0,2110.0,가슴따뜻한작은도서관,2023,8
635.0,2110.0,가슴따뜻한작은도서관,2023,9
635.0,2110.0,가슴따뜻한작은도서관,2023,10
635.0,2110.0,가슴따뜻한작은도서관,2023,11
635.0,2110.0,가슴따뜻한작은도서관,2023,12
635.0,2110.0,가슴따뜻한작은도서관,2024,1
635.0,2110.0,가슴따뜻한작은도서관,2024,2
635.0,2110.0,가슴따뜻한작은도서관,2024,3
635.0,2110.0,가슴따뜻한작은도서관,2024,4
635.0,2110.0,가슴따뜻한작은도서관,2024,5
635.0,2110.0,가슴따뜻한작은도서관,2024,6
635.0,2110.0,가슴따뜻한작은도서관,2024,7
635.0,2110.0,가슴따뜻한작은도서관,2024,8
635.0,2110.0,가슴따뜻한작은도서관,2024,9
16725.0,95200.0,가양도서관,2016,10
18164.0,101483.0,가양도서관,2016,11
108836.0,1016245.0,가양도서관,2017,8
108901.0,1029038.0,가양도서관,2017,9
108918.0,1040073.0,가양도서관,2017,10
109703.0,1052572.0,가양도서관,2017,11
109909.0,1064133.0,가양도서관,2017,12
110069.0,1077278.0,가양도서관,2018,1
110075.0,1087171.0,가양도서관,2018,2
110934.0,1098663.0,가양도서관,2018,3
112021.0,1110664.0,가양도서관,2018,4
113545.0,1123800.0,가양도서관,2018,5
113826.0,1135656.0,가양도서관,2018,6
114681.0,1149645.0,가양도서관,2018,7
115879.0,1170833.0,가양도서관,2018,8
115458.0,1176016.0,가양도서관,2018,9
115514.0,1188249.0,가양도서관,2018,10
116727.0,1201621.0,가양도서관,2018,11
117725.0,1214788.0,가양도서관,2018,12
117733.0,1230420.0,가양도서관,2019,1
117736.0,1243166.0,가양도서관,2019,2
118784.0,1259604.0,가양도서관,2019,3
120140.0,1274642.0,가양도서관,2019,4
120146.0,1286111.0,가양도서관,2019,5
122160.0,1288959.0,가양도서관,2019,6
123436.0,1319048.0,가양도서관,2019,7
123457.0,1334579.0,가양도서관,2019,8
124488.0,1348816.0,가양도서관,2019,9
124522.0,1360683.0,가양도서관,2019,10
124628.0,1379591.0,가양도서관,2019,11
125538.0,1394679.0,가양도서관,2019,12
125799.0,1411834.0,가양도서관,2020,1
125802.0,1423293.0,가양도서관,2020,2
126609.0,1424074.0,가양도서관,2020,3
127399.0,1432168.0,가양도서관,2020,4
128185.0,1441625.0,가양도서관,2020,5
129725.0,1450775.0,가양도서관,2020,6
131409.0,1454988.0,가양도서관,2020,7
131631.0,1460133.0,가양도서관,2020,8
132290.0,1465983.0,가양도서관,2020,9
132882.0,1477547.0,가양도서관,2020,10
133184.0,1489557.0,가양도서관,2020,11
133427.0,1503104.0,가양도서관,2020,12
133452.0,1519969.0,가양도서관,2021,1
133452.0,1534084.0,가양도서관,2021,2
133902.0,1548873.0,가양도서관,2021,3
135012.0,1561899.0,가양도서관,2021,4
136163.0,1574585.0,가양도서관,2021,5
136247.0,1587562.0,가양도서관,2021,6
136669.0,1603942.0,가양도서관,2021,7
137682.0,1614676.0,가양도서관,2021,8
137769.0,1628081.0,가양도서관,2021,9
157984.0,1888396.0,가양도서관,2021,10
157984.0,1888396.0,가양도서관,2021,11
98251.0,788380.0,가오도서관,2017,8
98871.0,796214.0,가오도서관,2017,9
98905.0,802974.0,가오도서관,2017,10
99543.0,809633.0,가오도서관,2017,11
100060.0,817232.0,가오도서관,2017,12
100318.0,826799.0,가오도서관,2018,1
100319.0,833189.0,가오도서관,2018,2
101307.0,840607.0,가오도서관,2018,3
101317.0,847590.0,가오도서관,2018,4
102452.0,855482.0,가오도서관,2018,5
103412.0,862917.0,가오도서관,2018,6
103443.0,872587.0,가오도서관,2018,7
104496.0,885484.0,가오도서관,2018,8
104160.0,890401.0,가오도서관,2018,9
104220.0,897712.0,가오도서관,2018,10
105210.0,905029.0,가오도서관,2018,11
106061.0,913305.0,가오도서관,2018,12
106062.0,924088.0,가오도서관,2019,1
106129.0,932148.0,가오도서관,2019,2
107025.0,940705.0,가오도서관,2019,3
107720.0,948970.0,가오도서관,2019,4
108024.0,956009.0,가오도서관,2019,5
108077.0,957867.0,가오도서관,2019,6
108886.0,975972.0,가오도서관,2019,7
108999.0,987037.0,가오도서관,2019,8
109581.0,995322.0,가오도서관,2019,9
109657.0,1002833.0,가오도서관,2019,10
110427.0,1014420.0,가오도서관,2019,11
110908.0,1024418.0,가오도서관,2019,12
110921.0,1034889.0,가오도서관,2020,1
110921.0,1041567.0,가오도서관,2020,2
111823.0,1041965.0,가오도서관,2020,3
112036.0,1046024.0,가오도서관,2020,4
112046.0,1049409.0,가오도서관,2020,5
112649.0,1053103.0,가오도서관,2020,6
112946.0,1054992.0,가오도서관,2020,7
113000.0,1056924.0,가오도서관,2020,8
113501.0,1058962.0,가오도서관,2020,9
114000.0,1064541.0,가오도서관,2020,10
114354.0,1070880.0,가오도서관,2020,11
114765.0,1078530.0,가오도서관,2020,12
114765.0,1087861.0,가오도서관,2021,1
114765.0,1094660.0,가오도서관,2021,2
115609.0,1101325.0,가오도서관,2021,3
116589.0,1105701.0,가오도서관,2021,4
117334.0,1112711.0,가오도서관,2021,5
117954.0,1120431.0,가오도서관,2021,6
117987.0,1130348.0,가오도서관,2021,7
118821.0,1138807.0,가오도서관,2021,8
118942.0,1147560.0,가오도서관,2021,9
142999.0,1439526.0,가오도서관,2021,10
143870.0,1450713.0,가오도서관,2021,11
144938.0,1460942.0,가오도서관,2021,12
144938.0,1478734.0,가오도서관,2022,1
144994.0,1487204.0,가오도서관,2022,2
145987.0,1499048.0,가오도서관,2022,3
147055.0,1510751.0,가오도서관,2022,4
148073.0,1521727.0,가오도서관,2022,5
148143.0,1532514.0,가오도서관,2022,6
148172.0,1546786.0,가오도서관,2022,7
138254.0,1422522.0,가오도서관,2022,8
138836.0,1433841.0,가오도서관,2022,9
138880.0,1445350.0,가오도서관,2022,10
139103.0,1456046.0,가오도서관,2022,11
139956.0,1467058.0,가오도서관,2022,12
139956.0,1480403.0,가오도서관,2023,1
140039.0,1492293.0,가오도서관,2023,2
141040.0,1503996.0,가오도서관,2023,3
142033.0,1518495.0,가오도서관,2023,4
142088.0,1530330.0,가오도서관,2023,5
143059.0,1543589.0,가오도서관,2023,6
143128.0,1558913.0,가오도서관,2023,7
144156.0,1574356.0,가오도서관,2023,8
144281.0,1588033.0,가오도서관,2023,9
145175.0,1600880.0,가오도서관,2023,10
145299.0,1613129.0,가오도서관,2023,11
145296.0,1615236.0,가오도서관,2023,12
145296.0,1621457.0,가오도서관,2024,1
145565.0,1635321.0,가오도서관,2024,2
146538.0,1648080.0,가오도서관,2024,3
148451.0,1680029.0,가오도서관,2024,4
149436.0,1691911.0,가오도서관,2024,5
150167.0,1706130.0,가오도서관,2024,6
150473.0,1720411.0,가오도서관,2024,7
151328.0,1736206.0,가오도서관,2024,8
151402.0,1749757.0,가오도서관,2024,9
151457.0,1762422.0,가오도서관,2024,10
151824.0,1776032.0,가오도서관,2024,11
152340.0,1788445.0,가오도서관,2024,12
152352.0,1803286.0,가오도서관,2025,1
152418.0,1816547.0,가오도서관,2025,2
153502.0,1830647.0,가오도서관,2025,3
154751.0,1844118.0,가오도서관,2025,4
155927.0,1857947.0,가오도서관,2025,5
156945.0,1870840.0,가오도서관,2025,6
157051.0,1885680.0,가오도서관,2025,7
12551.0,263829.0,가온 작은도서관,2024,11
12564.0,264944.0,가온 작은도서관,2024,12
12564.0,266326.0,가온 작은도서관,2025,1
12580.0,267633.0,가온 작은도서관,2025,2
12595.0,269120.0,가온 작은도서관,2025,3
12630.0,270327.0,가온 작은도서관,2025,4
12630.0,271434.0,가온 작은도서관,2025,5
12630.0,272489.0,가온 작은도서관,2025,6
